+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                  ;
+----------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                              ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; hog_top|HOG[6].u_hog|u_cell_histogram|cell_buff|kernel_block|KERNEL_SHIFTREGS[2].shiftreg                                              ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_cell_histogram|cell_buff|kernel_block|KERNEL_SHIFTREGS[1].shiftreg                                              ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_cell_histogram|cell_buff|kernel_block|KERNEL_SHIFTREGS[0].shiftreg                                              ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_cell_histogram|cell_buff|kernel_block                                                                           ; 898   ; 0              ; 0            ; 0              ; 897    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_cell_histogram|cell_buff                                                                                        ; 114   ; 0              ; 0            ; 0              ; 883    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_cell_histogram|u_row_histogram                                                                                  ; 16    ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_cell_histogram                                                                                                  ; 16    ; 0              ; 0            ; 0              ; 142    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|u_hog_orientation                                                                                       ; 17    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|u_hog_magnitude                                                                                         ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|u_abs                                                                                                   ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|u_hog_gradient                                                                                          ; 76    ; 0              ; 40           ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|image_line_buff|FIFO_BLK[0].line_buff|mem                                                               ; 31    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|image_line_buff|FIFO_BLK[0].line_buff                                                                   ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|image_line_buff|first_line|mem                                                                          ; 31    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|image_line_buff|first_line                                                                              ; 12    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|image_line_buff|kernel_block|KERNEL_SHIFTREGS[2].shiftreg                                               ; 12    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|image_line_buff|kernel_block|KERNEL_SHIFTREGS[1].shiftreg                                               ; 12    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|image_line_buff|kernel_block|KERNEL_SHIFTREGS[0].shiftreg                                               ; 12    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|image_line_buff|kernel_block                                                                            ; 32    ; 0              ; 0            ; 0              ; 79     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning|image_line_buff                                                                                         ; 12    ; 0              ; 0            ; 0              ; 75     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog|u_binning                                                                                                         ; 12    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[6].u_hog                                                                                                                   ; 12    ; 0              ; 0            ; 0              ; 1154   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[5].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[5].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[4].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[4].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[3].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[3].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[2].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[2].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[1].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[1].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[0].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[0].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|first_line|mem                                                               ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|first_line                                                                   ; 40    ; 0              ; 0            ; 0              ; 39     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[7].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[6].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[5].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[4].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[3].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[2].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[1].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[0].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer|kernel_block                                                                 ; 306   ; 0              ; 0            ; 0              ; 1169   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window|block_line_buffer                                                                              ; 40    ; 0              ; 0            ; 0              ; 1155   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_detection_window                                                                                                ; 40    ; 0              ; 0            ; 0              ; 1154   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_norm_block|u_normalization                                                                                      ; 562   ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_norm_block|cell_line_buffer|first_line|mem                                                                      ; 157   ; 0              ; 0            ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_norm_block|cell_line_buffer|first_line                                                                          ; 144   ; 0              ; 0            ; 0              ; 143    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_norm_block|cell_line_buffer|kernel_block|KERNEL_SHIFTREGS[1].shiftreg                                           ; 144   ; 0              ; 0            ; 0              ; 282    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_norm_block|cell_line_buffer|kernel_block|KERNEL_SHIFTREGS[0].shiftreg                                           ; 144   ; 0              ; 0            ; 0              ; 282    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_norm_block|cell_line_buffer|kernel_block                                                                        ; 286   ; 0              ; 0            ; 0              ; 565    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_norm_block|cell_line_buffer                                                                                     ; 144   ; 0              ; 0            ; 0              ; 563    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_norm_block                                                                                                      ; 144   ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|histogram_adder                                                                                  ; 880   ; 0              ; 77           ; 0              ; 140    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[5].line_buff|mem                                                              ; 127   ; 0              ; 0            ; 0              ; 110    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[5].line_buff                                                                  ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[4].line_buff|mem                                                              ; 127   ; 0              ; 0            ; 0              ; 110    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[4].line_buff                                                                  ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[3].line_buff|mem                                                              ; 127   ; 0              ; 0            ; 0              ; 110    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[3].line_buff                                                                  ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[2].line_buff|mem                                                              ; 127   ; 0              ; 0            ; 0              ; 110    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[2].line_buff                                                                  ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[1].line_buff|mem                                                              ; 127   ; 0              ; 0            ; 0              ; 110    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[1].line_buff                                                                  ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[0].line_buff|mem                                                              ; 127   ; 0              ; 0            ; 0              ; 110    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|FIFO_BLK[0].line_buff                                                                  ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|first_line|mem                                                                         ; 127   ; 0              ; 0            ; 0              ; 110    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|first_line                                                                             ; 114   ; 0              ; 0            ; 0              ; 113    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|kernel_block|KERNEL_SHIFTREGS[7].shiftreg                                              ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|kernel_block|KERNEL_SHIFTREGS[6].shiftreg                                              ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|kernel_block|KERNEL_SHIFTREGS[5].shiftreg                                              ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|kernel_block|KERNEL_SHIFTREGS[4].shiftreg                                              ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|kernel_block|KERNEL_SHIFTREGS[3].shiftreg                                              ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|kernel_block|KERNEL_SHIFTREGS[2].shiftreg                                              ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|kernel_block|KERNEL_SHIFTREGS[1].shiftreg                                              ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|kernel_block|KERNEL_SHIFTREGS[0].shiftreg                                              ; 114   ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff|kernel_block                                                                           ; 898   ; 0              ; 0            ; 0              ; 897    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|cell_buff                                                                                        ; 114   ; 0              ; 0            ; 0              ; 883    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram|u_row_histogram                                                                                  ; 16    ; 0              ; 0            ; 0              ; 112    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_cell_histogram                                                                                                  ; 16    ; 0              ; 0            ; 0              ; 142    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|u_hog_orientation                                                                                       ; 17    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|u_hog_magnitude                                                                                         ; 16    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|u_abs                                                                                                   ; 18    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|u_hog_gradient                                                                                          ; 76    ; 0              ; 40           ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|image_line_buff|FIFO_BLK[0].line_buff|mem                                                               ; 31    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|image_line_buff|FIFO_BLK[0].line_buff                                                                   ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|image_line_buff|first_line|mem                                                                          ; 31    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|image_line_buff|first_line                                                                              ; 12    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|image_line_buff|kernel_block|KERNEL_SHIFTREGS[2].shiftreg                                               ; 12    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|image_line_buff|kernel_block|KERNEL_SHIFTREGS[1].shiftreg                                               ; 12    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|image_line_buff|kernel_block|KERNEL_SHIFTREGS[0].shiftreg                                               ; 12    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|image_line_buff|kernel_block                                                                            ; 32    ; 0              ; 0            ; 0              ; 79     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning|image_line_buff                                                                                         ; 12    ; 0              ; 0            ; 0              ; 75     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog|u_binning                                                                                                         ; 12    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[5].u_hog                                                                                                                   ; 12    ; 0              ; 0            ; 0              ; 1154   ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[5].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[5].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[4].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[4].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[3].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[3].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[2].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[2].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[1].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[1].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[0].line_buff|mem                                                    ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|FIFO_BLK[0].line_buff                                                        ; 40    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|first_line|mem                                                               ; 51    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|first_line                                                                   ; 40    ; 0              ; 0            ; 0              ; 39     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[7].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[6].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[5].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[4].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; hog_top|HOG[4].u_hog|u_detection_window|block_line_buffer|kernel_block|KERNEL_SHIFTREGS[3].shiftreg                                    ; 40    ; 0              ; 0            ; 0              ; 146    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
